id,name_ja,name_zh,name_en,type,damage_class,power,accuracy,priority,pp,description_ja,description_zh,description_en,effect_ja,effect_zh,effect_en,learned_by_pokemon,type_id
794,スターアサルト,流星突击,meteor-assault,fighting,physical,150,100,0,5,太い　クキを　ふりまわして　攻撃。 ただし　自分も　よろめいてしまうため 次の　ターンは　動けなくなる。,大力挥舞粗壮的茎进行攻击。 但同时自己也会被晃晕， 下一回合自己将无法动弹。,"The user attacks wildly with its thick leek. The user can’t move on the next turn, because the force of this move makes it stagger.",,,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",1,2
795,ムゲンダイビーム,无极光束,eternabeam,dragon,special,160,90,0,5,本来の　姿と　なった ムゲンダイナ　最大の　攻撃。 次の　ターンは　動けなくなる。,无极汰那变回原来的样子后， 发动的最强攻击。 下一回合自己将无法动弹。,This is Eternatus’s most powerful attack in its original form. The user can’t move on the next turn.,,,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",2,16
796,てっていこうせん,铁蹄光线,steel-beam,steel,special,140,95,0,5,全身から　集めた　はがねを ビームとして　激しく　撃ちだす。 自分も　ダメージを　受けてしまう。,将从全身聚集的钢铁 化为光束，激烈地发射出去。 自己也会受到伤害。,The user fires a beam of steel that it collected from its entire body. This also damages the user.,,,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire.",85,9
797,ワイドフォース,广域战力,expanding-force,psychic,special,80,100,0,10,サイコパワーで　相手を　攻撃する。 サイコフィールドの時　威力が　あがり すべての　相手に　ダメージを　与える。,利用精神力量攻击对手。 在精神场地上威力会有所提高， 能对所有对手造成伤害。,"The user attacks the target with its psychic power. When the ground is Psychic Terrain, this move's power is boosted and it damages all opposing Pokémon.",,,Inflicts regular damage.,104,14
798,アイアンローラー,铁滚轮,steel-roller,steel,physical,130,100,0,5,フィールドを　破壊しながら　攻撃。 なんらかの　フィールド状態に 変わっていないと　技は　失敗する。,在破坏场地的同时攻击对手。 如果脚下没有任何场地状态存在， 使出此招式时便会失败。,The user attacks while destroying the terrain. This move fails if the ground hasn't turned into a terrain.,,,Inflicts regular damage.,57,9
799,スケイルショット,鳞射,scale-shot,dragon,physical,25,90,0,20,ウロコを　撃ちだして　攻撃する。 ２ー５回の　間　連続で　だす。 素早さが　あがるが　防御が　さがる。,发射鳞片进行攻击。 连续攻击２～５次。 速度会提高但防御会降低。,The user attacks by shooting scales two to five times in a row. This move boosts the user's Speed stat but lowers its Defense stat.,,,"Inflicts regular damage two to five times in a row, raising the user’s Speed and lowering the user’s Defense by one stage each upon last hit.",97,16
800,メテオビーム,流星光束,meteor-beam,rock,special,120,90,0,10,１ターン目に　宇宙の　力を 集めることで　特攻が　あがり ２ターン目に　相手を　攻撃する。,第１回合聚集宇宙之力提高特攻， 第２回合攻击对手。,"The user gathers energy from space and boosts its Sp. Atk stat on the first turn, then attacks on the next turn.",,,Inflicts regular damage.,110,6
801,シェルアームズ,臂贝武器,shell-side-arm,poison,special,90,100,0,10,物理か　特殊か　より多く　ダメージを 与えられる　能力で　攻撃する。 毒状態に　することが　ある。,从物理攻击和特殊攻击中选择 可造成较多伤害的方式进行攻击。 有时会让对手陷入中毒状态。,This move is either physical or special—whichever will inflict more damage. This may also poison the target.,,,Inflicts regular damage.,1,4
802,ミストバースト,薄雾炸裂,misty-explosion,fairy,special,100,100,0,5,自分の　周りに　いる　すべてを 攻撃するが　使うと　瀕死になる。 ミストフィールドで　威力が　あがる。,对自己周围的所有宝可梦进行攻击， 但使出后，自己会陷入濒死。 在薄雾场地上，招式威力会提高。,The user attacks everything around it and faints upon using this move. This move's power is boosted on Misty Terrain.,,,Inflicts regular damage.,27,18
803,グラススライダー,青草滑梯,grassy-glide,grass,physical,55,100,0,20,地面を　滑るように　相手を　攻撃。 グラスフィールドの時 必ず　先制攻撃　できる。,仿佛在地面上滑行般地攻击对手。 在青草场地上， 必定能够先制攻击。,"Gliding on the ground, the user attacks the target. This move always goes first on Grassy Terrain.",,,Inflicts regular damage.,116,12
804,ライジングボルト,电力上升,rising-voltage,electric,special,70,100,0,20,地面から　立ちのぼる　電撃で　攻撃。 相手が　エレキフィールドに　いる時 技の　威力が　２倍に　なる。,用从地面升腾而起的电击进行攻击。 当对手处于电气场地上时， 招式威力会变成２倍。,The user attacks with electricity rising from the ground. This move's power is doubled if the target is on Electric Terrain.,,,Inflicts regular damage.,62,13
805,だいちのはどう,大地波动,terrain-pulse,normal,special,50,100,0,10,フィールドの力を　借りて　攻撃。 使った時の　フィールドの状態に　よって 技の　タイプと　威力が　変わる。,借助场地的力量进行攻击。 视使出招式时场地状态不同， 招式的属性和威力会有所变化。,The user utilizes the energy of the terrain to attack. This move’s type and power change depending on the terrain at the time the move is used.,,,Inflicts regular damage.,28,1
806,はいよるいちげき,爬击,skitter-smack,bug,physical,70,90,0,10,背後から　はいより　攻撃する。 相手の　特攻を　さげる。,从对手背后爬近后进行攻击。 会降低对手的特攻。,The user skitters behind the target to attack. This also lowers the target's Sp. Atk stat.,,,Inflicts regular damage.,144,7
807,しっとのほのお,妒火,burning-jealousy,fire,special,70,100,0,5,しっとの　エネルギーで　相手を　攻撃。 そのターン　能力が　あがった　ポケモンを やけどの　状態に　する。,用嫉妒的能量攻击对手。 会让在该回合内能力有所提高的 宝可梦陷入灼伤状态。,The user attacks with energy from jealousy. This leaves all opposing Pokémon that have had their stats boosted during the turn with a burn.,,,Inflicts regular damage.,61,10
808,うっぷんばらし,泄愤,lash-out,dark,physical,75,100,0,5,相手への　いらだちを　ぶつけて　攻撃。 そのターンに　能力を　さげられていると 技の　威力が　２倍に　なる。,攻击对手以发泄对其感到的恼怒情绪。 如果在该回合内自身能力遭到降低， 招式的威力会变成２倍。,The user lashes out to vent its frustration toward the target. This move's power is doubled if the user's stats were lowered during this turn.,,,Inflicts regular damage.,161,17
809,ポルターガイスト,灵骚,poltergeist,ghost,physical,110,90,0,5,相手の　持ち物を　あやつって　攻撃。 相手が　道具を　持っていない　場合は 失敗する。,操纵对手的持有物进行攻击。 当对手没有携带道具时， 使出此招式时便会失败。,The user attacks by controlling the target's item. This move fails if the target isn't holding an item.,,,Inflicts regular damage.,71,8
810,ふしょくガス,腐蚀气体,corrosive-gas,poison,status,,100,0,40,強い　酸性の　ガスで 周りに　いるものを　包みこみ 持っている　道具を　溶かしてしまう。,用具有强酸性的气体 包裹住自己周围所有的宝可梦， 并融化其所携带的道具。,The user surrounds everything around it with highly acidic gas and melts away items they hold.,,,Inflicts regular damage.,17,4
811,コーチング,指导,coaching,fighting,status,,,0,10,的確な　指導を　おこなうことで　 味方　全員の 攻撃と　防御を　上げる。,通过进行正确合理的指导， 提高我方全员的攻击和防御。,"The user properly coaches its ally Pokémon, boosting their Attack and Defense stats.",,,Inflicts regular damage.,74,2
812,クイックターン,快速折返,flip-turn,water,physical,60,100,0,20,攻撃した　あと ものすごい　スピードで　戻ってきて 控えの　ポケモンと　入れ替わる。,在攻击之后急速返回， 和后备宝可梦进行替换。,"After making its attack, the user rushes back to switch places with a party Pokémon in waiting.",,,Inflicts regular damage.,75,11
813,トリプルアクセル,三旋击,triple-axel,ice,physical,20,90,0,10,３回連続で　キックを　くりだして 攻撃する。　技が　当たるたびに 威力は　あがる。,连续３次踢对手进行攻击。 每踢中一次，威力就会提高。,A consecutive three-kick attack that becomes more powerful with each successful hit.,,,Inflicts regular damage.,45,15
