id,name_ja,name_zh,name_en,category,fling_power,fling_effect,description_ja,description_zh,description_en,image_path
1530,★Cyg7417,★Cyg7417,dynamax-crystal-cyg7417,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1531,★Cyg7796,★Cyg7796,dynamax-crystal-cyg7796,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1532,★Cyg8301,★Cyg8301,dynamax-crystal-cyg8301,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1533,★Cyg7949,★Cyg7949,dynamax-crystal-cyg7949,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1534,★Cyg7528,★Cyg7528,dynamax-crystal-cyg7528,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1535,★Oct7228,★Oct7228,dynamax-crystal-oct7228,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1536,★Col1956,★Col1956,dynamax-crystal-col1956,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1537,★Col2040,★Col2040,dynamax-crystal-col2040,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1538,★Col2177,★Col2177,dynamax-crystal-col2177,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1539,★Gem2990,★Gem2990,dynamax-crystal-gem2990,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1540,★Gem2891,★Gem2891,dynamax-crystal-gem2891,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1541,★Gem2421,★Gem2421,dynamax-crystal-gem2421,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1542,★Gem2473,★Gem2473,dynamax-crystal-gem2473,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1543,★Gem2216,★Gem2216,dynamax-crystal-gem2216,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1544,★Gem2777,★Gem2777,dynamax-crystal-gem2777,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1545,★Gem2650,★Gem2650,dynamax-crystal-gem2650,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1546,★Gem2286,★Gem2286,dynamax-crystal-gem2286,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1547,★Gem2484,★Gem2484,dynamax-crystal-gem2484,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1548,★Gem2930,★Gem2930,dynamax-crystal-gem2930,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1549,★Peg8775,★Peg8775,dynamax-crystal-peg8775,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1550,★Peg8781,★Peg8781,dynamax-crystal-peg8781,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1551,★Peg39,★Peg39,dynamax-crystal-peg39,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1552,★Peg8308,★Peg8308,dynamax-crystal-peg8308,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1553,★Peg8650,★Peg8650,dynamax-crystal-peg8650,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1554,★Peg8634,★Peg8634,dynamax-crystal-peg8634,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1555,★Peg8684,★Peg8684,dynamax-crystal-peg8684,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1556,★Peg8450,★Peg8450,dynamax-crystal-peg8450,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1557,★Peg8880,★Peg8880,dynamax-crystal-peg8880,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1558,★Peg8905,★Peg8905,dynamax-crystal-peg8905,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1559,★Oph6556,★Oph6556,dynamax-crystal-oph6556,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1560,★Oph6378,★Oph6378,dynamax-crystal-oph6378,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1561,★Oph6603,★Oph6603,dynamax-crystal-oph6603,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1562,★Oph6149,★Oph6149,dynamax-crystal-oph6149,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1563,★Oph6056,★Oph6056,dynamax-crystal-oph6056,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1564,★Oph6075,★Oph6075,dynamax-crystal-oph6075,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1565,★Ser5854,★Ser5854,dynamax-crystal-ser5854,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1566,★Ser7141,★Ser7141,dynamax-crystal-ser7141,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1567,★Ser5879,★Ser5879,dynamax-crystal-ser5879,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1568,★Her6406,★Her6406,dynamax-crystal-her6406,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
